,COURSE_NAME,COURSE_YEAR,COURSE_SEMESTER,FOLDER_NAME,FOLDER_URL
20680,54118קריאת טכסטים עט,2018,Semester 1,2018-19 -> 54118 Guided Reading in PEP Part A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2297e96b7d-59f7-4010-a142-abe4009a6822%22
20682,51605מבואסיכוטרפיה עט,2018,Semester 1,2018-19 -> 51605 Introduction to Psychotherapy Field,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221f2d4b0a-7ee4-49af-ac18-abe40097183c%22
20683,51605 פסיכולו עח,2017,Semester 1,,
20684,51407פסיכו ופוליטי  עט,2018,Semester 1,2018-19 -> 51407 Psychology & Politics in Social Community Context,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225c9c9f81-8f0a-4226-8163-abe40096b6f1%22
20699,51407 פסיכולוגיה ופולויקה עח,2017,Semester 1,,
20700,51407 פסיכולוגיה ופוליטיקה סא עז,2016,Semester 1,,
20701,50224טכנוותקשורת עט,2018,Semester 1,2018-19 -> 50224 Communication Technologies and Society:Historical Issues,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2244877f81-befb-4ff2-987d-abe40095b7e9%22
20716,69167 - כימיה פיסיקלית לתלמידי רוקחות ומדכהא - תשעח,2017,Semester 2,,
20722,71111 ביולוגייה התפתחותית של הגפן תשעח,2017,Semester 2,,
20723,77112 חשמל גלים ואופטיקה - תשעח,2017,Semester 2,,
20726,77112 חשמל גלים ואופטיקה - תשעו,2015,Semester 2,,
20764,23331 - קונצרטו למוסיקה ומוח - תשעח,2017,Semester 2,,
20765,50117 תקשורת חזותית עח,2017,Semester 2,,
20767,50117 תקשורת עח-2,2017,Semester 2,,
20775,56065 מחקרים עכשויים עח,2017,Semester 2,,
20782,83326 - מבוא לקוונטים למהנדסים - תשעח,2017,Semester 2,,
20784,83328 - מבוא לאלקטרוניקה אנלוגית - תשעח,2017,Semester 2,,
20800,83328 - מבוא לאלקטרוניקה אנלוגית,2016,Semester 2,,
20803,Test2204_2018,2017,Semester 2,,
20838,69163 - כימיה פיסיקלית א - תשעח,2017,Semester 2,,
20839,69163 - כימיה פיסיקלית א תשעז,2016,Semester 2,,
20840,69163 - כימיה פיסיקלית א תשעו,2015,Semester 2,,
20841,6128 - מבוא למדעי המוח הקוגנטיביים - תשעח,2017,Semester 2,,
20853,76243 - סדנא במדע בסיסי לתלמידי אמירים - תשעח,2017,Semester 2,,
20863,Bs 55702,2017,Semester 2,,
20883,bs 55701 ,2017,Semester 1,,
20909,40352 - כמה אנשים יכול כדור הארץ להכיל - תשעח,2017,Semester 2,,
20922,50260 משברים עח-2,2017,Semester 2,,
20935,56303 מדיניות עח-2,2017,Semester 2,,
20950,56303 יסודות המנהל עז,2016,Semester 2,,
20957,3150 פסיכולוגיה חברתית עח-ב,2017,Semester 2,,
20972,70657 מים בישראל,2017,Semester 2,,
20989,80428 - תורת המשחקים 1 - תשעח,2017,Semester 2,,
21017,80428 - תורת המשחקים 1 - תשעז,2016,Semester 2,,
21021,77210 - אסטרופיסיקה והחיים ביקום א - תשעח,2017,Semester 2,,
21035,40111 גאוגרפיה סביבה עח-2,2017,Semester 2,,
21045,40111 גאוגר סביב עז,2016,Semester 2,,
21047,40221 מבוא לגג,2017,Semester 2,,
21061,40615 מבוא לגג תרבות עח-2,2017,Semester 2,,
21070,40615 גאוגרפיה תרבות עז,2016,Semester 2,,
21072,57617 צמיחה כלכלית עח-2,2017,Semester 2,,
21081,40101 מבוע לסובב עח-2,2017,Semester 2,,
21093,40101 מורפולוגיה וסיכונים,2016,Semester 2,,
21097,55112 יסודות המשפט עח-2,2017,Semester 2,,
21105,58350 בקרת נשק עח-2,2017,Semester 2,,
21118,57152 מיקרו כלכ עח-2,2017,Semester 2,,
21129,55506 ניהול ותפעול עח-2,2017,Semester 2,,
21141,49873 עיצוב עירוני עח-2,2017,Semester 2,,
21149,80421 - תורת ההסתברות תשעח,2017,Semester 2,,
21164,80421 - תורת ההסתברות תשעז,2016,Semester 2,,
21199,80421 - תורת ההסתברות תשעו,2015,Semester 2,,
21233,83517 - אפיון חומרים - תשעח,2017,Semester 2,,
21267,71741 מבוא לסוציולוגיה תשעח,2017,Semester 2,,
21278,71741 מבוא לסוציולוגיה תשעז ,2016,Semester 2,,
21291,68127 - כדור הארץ הדינמי - תשעח,2017,Semester 1,,
21316,55530 סמינר בניהול,2017,Semester 1,,
21334,67567 - מבוא לעיבוד אותות ספרתיים - תשעח,2017,Semester 1,,
21356,67567 תרגול במבוא לעיבוד אותות ספרתי -תשעז,2016,Semester 1,,
21376,67567 במבוא לעיבוד אותות ספרתי -תשעז,2016,Semester 1,,
21400,67567 במבוא לעיבוד אותות ספרתי -תשעה,2014,Semester 1,,
21414,72126/72128 - מבוא לביולוגיה של האורגניזם - תשעז,2015,Semester Summer,,
21430,72126/72128 - מבוא לביולוגיה של האורגניזם - תשעו,2014,Semester Summer,,
21436,83835 - אופטיקה מודרנית א - תשעח,2017,Semester 1,,
21470,83835 - אופטיקה מודרנית א - תשעז,2016,Semester 1,,
21492,72362 - מבוא למיקרוביולוגיה - שיעור - תשעח,2017,Semester 1,,
21502, תשעז 72362 - מבוא למיקרוביולוגיה,2016,Semester 1,,
21510,69134 - כימיה כללית לתלמידי רפואה צמרת רפואת שיניים - תשעח,2017,Semester 1,,
21514,83325 - גלים ויסודות פיסיקה א - תשעח,2017,Semester 1,,
21528,83325 - גלים ויסודות פיסיקה א - תשעז,2016,Semester 1,,
21557,57107 מיקרו עח,2017,Semester 1,,
21564,57107 מבוא לכלכלה א סא עז,2016,Semester 1,,
21565,52324 הסתברות עח,2017,Semester 1,,
21568,53535 תיאוריות סוציו עח,2017,Semester 1,,
21573,53535 תאוריות סוציולוגיות סא עז,2016,Semester 1,,
21574,53162 דמוגרפיה עח,2017,Semester 1,,
21581,53162 מבוא לדמוגרפיה סא עז,2016,Semester 1,,
21582,50271 שיטות מחקר עח,2017,Semester 1,,
21583,56120 מחשבה מדינית עח,2017,Semester 1,,
21621,51404 פסיכולוגיה תשעח,2017,Semester 1,,
21629,72147 חיידקים תשעח,2017,Semester 1,,
21638,58303 שיטות וגישות תשעח,2017,Semester 1,,
21645,58303 שיטות מחקר א סא עז,2016,Semester 1,,
21648,71479 אופקים חדשניים במחקר מזון ותזונה תשעח ,2017,Semester 1,,
21649,70865 - שיטות נומריות במדעי כדור הארץ - תשעח,2017,Semester 1,,
21661,71709 מבוא לכלכלה א תשעח,2017,Semester 1,,
21672,71709 מבוא לכלכלה א תשעז ,2016,Semester 1,,
21683,52221 עח  עקרונות ויישומים ,2017,Semester 1,,
21690,6145 - פיזיולוגיה של התנהגות - תשעח,2017,Semester 1,,
21714,6145 - פיזיולוגיה של התנהגות - תשעז,2015,Semester Summer,,
21731,65022 עקרונות הכימיה קורס קיץ תשעח,2016,Semester Summer,,
21757,67110 - מבני נתונים - קורס קיץ - תשעז,2016,Semester 2,,
21799,67782 - אחזור מידע באינטרנט - תשעז,2016,Semester 2,,
21802,51202,2016,Semester 2,,
21804,71184 הנדסה גנטית תשעז ,2016,Semester 2,,
21808,77609 - מבוא לחלקיקים אלמנטריים,2016,Semester 2,,
21809,82515 - מבוא למטאורולוגיה טרופית,2016,Semester 2,,
21813,22225 בדיקה,2016,Semester 2,,
21849,06112 קוגניציה עז,2016,Semester 2,,
21857,71059 פיזיקה למדעי החקלאות תשעז,2016,Semester 2,,
21859,71838 זואוגאוגרפיה של חולייתנים בישראל תשעז,2016,Semester 2,,
21861,77728 - דינמיקה לא לינארית של רצף - תשעז,2016,Semester 2,,
21868,76242 - סדנא במדע בסיסי לתלמידי אמירים - תשעז,2016,Semester 2,,
21873,67566 - מבוא לעיבוד מידע למדעי המחשב - תשעז,2016,Semester 2,,
21889,71402 פרוסמינר במדעי הצמח בחקלאות תשעז,2016,Semester 2,,
21897,80317 - נושאים באנליזה למדעי המחשב - תשעז,2016,Semester 2,,
21932,71939 הדברה ביולוגית של מזיקים תשעז,2016,Semester 2,,
21944,96129 מחלת הסרטן,2016,Semester 2,,
21945,51537 תהליכים ביולוגי עז,2016,Semester 2,,
21962,40732 מחקר עירוני עז,2016,Semester 2,,
21963,77153 רעיונות יסוד בפיסיקה מודרנית - תשעו,2015,Semester 2,,
21985,77153 רעיונות יסוד בפיסיקה מודרנית - תשעז,2016,Semester 2,,
22004,69993 - נושאים נבחרים בכימיה של חומרים תשעז,2016,Semester 2,,
22038,69993 - נושאים נבחרים בכימיה של חומרים תשעו,2015,Semester 2,,
22080,49622 עז,2016,Semester 2,,
22095,67999 - כנסים וארועים - תשעז,2016,Semester 2,,
22096,69609 - תורת פונקציונל הצפיפות - תשעז,2016,Semester 1,,
22100,89400 - סיור לימודי לים המלח - תשעז,2016,Semester 1,,
22105,70417 מינרלים סלעים - תשעז,2016,Semester 1,,
22112,77802 - מכניקה סטטיסטית א - תשעז,2016,Semester 1,,
22129,77802 - מכניקה סטטיסטית א - תשעו,2015,Semester 1,,
22132,51509 תרומת מחשבת פרויד סא עז,2016,Semester 1,,
22147,40481 איכות הסביבה,2016,Semester 1,,
22150,54108 יסודות בכל פוליט עז ,2016,Semester 1,,
22151,56575 הפלסטינים בשטחים,2016,Semester 1,,
22155,51760סא עז עולמו הרגשי,2016,Semester 1,,
22156,51760 עולמו הרגשי של הפעוט,2014,Semester Summer,,
22157,57111 כלכלת ישראל סא עז,2016,Semester 1,,
22169,52518 מודלים סטטסטי סא עז,2016,Semester 1,,
22191,70135 מבוא לגאולוגיה סא עז,2016,Semester 1,,
22204,58911 התפתחות הדוקטרינה הצהלית סא עז,2016,Semester 1,,
22206,71072 חשבון דיפרנציאלי תשעז,2016,Semester 1,,
22210,71625 משאבי המים של ישראל תשעז,2016,Semester 1,,
22222,89775 מבוא למדעי הסביבה מורחב - תשעז,2016,Semester 1,,
22227,89775 מבוא למדעי הסביבה מורחב - תשעו,2015,Semester 2,,
22231,6119 - חישוביות וקוגניציה תשעז,2015,Semester Summer,,
22240,69708 - יזמות וקניין רוחני - תשעז,2015,Semester Summer,,
22250,69686 - מבוא לכימיה פורנסית זיהוי פלילי - תשעז,2015,Semester Summer,,
22270,67322 - קורס קיץ סדנת תכנות CPP 2016,2015,Semester Summer,,
22274,77662 - ביופיסיקה תשעו,2015,Semester 2,,
22276,67625  מיחשוב בעידן CPTSOP  - תשעו,2015,Semester 2,,
22292,80601 - מושגי יסוד באנליזה - תשעו,2015,Semester 2,,
22326,77828 - חלונות למכניקה קוונטית - תשעו,2015,Semester 2,,
22341,80834 - קולוקוויום מחלקתי - תשעו,2015,Semester 1,,
22347,88852 - אבולוציה מולקולרית - תשעו,2014,Semester Summer,,
22357,40106 מבוא הידרולוגיה,2014,Semester Summer,,
22358,40415 גישות ושיטות בגג,2014,Semester Summer,,
22359,סדנת הכנה לקורס חישוביות וקוגניציה 06119,2014,Semester Summer,,
22361,77407 מבוא למדע המורכבות - תשעה,2014,Semester 2,,
22363,77982  קוהרנטיות קוונטית מאקרוסקופית במערכות ננוסקופיות -תשעה,2014,Semester 1,,
22383,TEST_FeldmanA 2014,2014,Semester 1,,
22389,1701_test_AWS,2014,Semester 1,,
