,COURSE_NAME,COURSE_YEAR,COURSE_SEMESTER,FOLDER_NAME,FOLDER_URL
9432,77142 - חשמל וגלים לתלמידי רפואה ורפוש - תשעט,2018,Semester 1,2018-19 -> 77142 Basic electromagnetic and wave theory for Med. students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22507cd758-14b1-4e84-aac6-abe400be1122%22
9444,77142 - חשמל וגלים לתלמידי רפואה ורפוש - תשעז,2015,Semester Summer,,
9457,72121 - ביוכימיה של התא לתלמידי מדעי החיים - תשף - שעור א,2019,Semester 1,2019-20 -> 72121 BIOCHEMISTRY OF THE CELL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22229a7958-c72e-4b07-9e01-aadf008f263b%22
9488,72121 ביוכימיה של התא לתלמידי מדעי החיים - תשעט,2018,Semester 1,2018-19 -> 72121 BIOCHEMISTRY OF THE CELL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d3a68585-5e3e-40f9-b2ce-abe400ba4747%22
9531,72121 ביוכימיה של התא לתלמידי מדעי החיים - תשעח,2017,Semester 1,,
9552,72121 ביוכימיה של התא לתלמידי מדעי החיים - תשעו,2015,Semester 2,,
9598,69107 - מבוא לכימיה - תשף - שעור א,2019,Semester 1,2019-20 -> 69107 INTRODUCTION TO CHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223c8a7193-c02f-488c-a483-aadf008f47b7%22
9640, 69107 - מבוא לכימיה - תשעט,2018,Semester 1,2018-19 -> 69107 INTRODUCTION TO CHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b1a4ad65-9ef5-4910-86a4-abe400b40311%22
9682,69107 - מבוא לכימיה - תשעח,2017,Semester 1,,
9778,69107 - מבוא לכימיה - תשעז,2015,Semester Summer,,
9844,69107 - מבוא לכימיה - תשעו,2014,Semester Summer,,
9873,69107 מבוא לכימיה - תשעה,2014,Semester 1,,
9875,77305 - גלים ואופטיקה - תשף - שעור א,2019,Semester 1,2019-20 -> 77305 Waves and Optics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22dd9bb596-303e-428a-8d71-aadf009435b3%22
9902,77305 - גלים ואופטיקה - תשעט,2018,Semester 1,2018-19 -> 77305 Waves and Optics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22dda59f02-dd63-49ef-a707-abe400be30a2%22
9927,77305 - גלים ואופטיקה - תשעח,2017,Semester 1,,
9962,77305 - גלים ואופטיקה - תשעז,2015,Semester Summer,,
9991,77305 - גלים ואופטיקה - תשעו,2014,Semester Summer,,
10002,80423 - מבוא ללוגיקה - תשף - שעור א,2019,Semester 1,2019-20 -> 80423 MATHEMATICAL LOGIC (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22eff50236-aa0e-4b74-a637-aadf00ae4a63%22
10029,80423 - מבוא ללוגיקה - תשף - תרג א,2019,Semester 1,2019-20 -> 80423 MATHEMATICAL LOGIC (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22eff50236-aa0e-4b74-a637-aadf00ae4a63%22
10042,80423 - מבוא ללוגיקה - תשעט,2018,Semester 1,2018-19 -> 80423 MATHEMATICAL LOGIC (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22843830de-0053-4643-9196-abe400bff5a9%22
10081,80423 - מבוא ללוגיקה - תשעח,2017,Semester 1,,
10109,80423 - מבוא ללוגיקה - תשעז,2016,Semester 1,,
10120,67750 - קורס מעשי מתקדם בלמידה חישובית - תשף - תרג א,2019,Semester 1,2019-20 -> 67750 ADVANCED PRACTICAL COURSE IN MACHINE LEARNING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220fcf8cac-076f-47b3-838d-aadf008e4eed%22
10141,67750 - קורס מעשי מתקדם בלמידה חישובית - תשעט,2018,Semester 1,2018-19 -> 67750 ADVANCED PRACTICAL COURSE IN MACHINE LEARNING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222fd79c90-6936-4072-b0cb-abe400b343eb%22
10155,67750 - קורס מעשי מתקדם בלמידה חישובית - תשעח,2017,Semester 1,,
10182,67750 - קורס מעשי מתקדם בלמידה חישובית - תשעז,2016,Semester 1,,
10196,72336 - מבוא לפיסיולוגיה - תשף - שעור א,2019,Semester 1,2019-20 -> 72336 INTRODUCTION TO PHYSIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ce08cbc8-14a4-4779-9c88-aade00ce6387%22
10209,72336 - מבוא לפיסיולוגיה - תשעט,2018,Semester 1,2018-19 -> 72336 INTRODUCTION TO PHYSIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22577be6dd-ab2c-4465-9e8e-abe400ba8999%22
10235,72336 - מבוא לפיסיולוגיה - תשעח,2017,Semester 1,,
10265,72336 - מבוא לפיסיולוגיה - תשעז,2016,Semester 1,,
10283,72160 - מבוא לביולוגיה לתלמידי מדעים - תשף - שעור א,2019,Semester 1,2019-20 -> 72160 Biology basic,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bbc12503-77e6-459e-a90f-aadf008f5694%22
10298,72160 - מבוא לביולוגיה לתלמידי מדעים - תשעח,2017,Semester 1,,
10312,72160 - מבוא לביולוגיה לתלמידי מדעים - תשעז,2016,Semester 1,,
10327,71804 - מבוא לאמבריולוגיה - תשף - שעור א,2019,Semester 1,2019-20 -> 71804 INTRODUCTION TO EMBRYOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c9415a59-9c1f-4531-a02d-aadf008dfccb%22
10339,71804 מבוא לאמבריולוגיה  תשעט,2018,Semester 1,2018-19 -> 71804 INTRODUCTION TO EMBRYOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cb792b38-7607-44ce-9bd5-abe400b95c64%22
10351,65320 דיאטטיקה א תשף ,2019,Semester 1,2019-20 -> 65320 DIETETICS (A),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226cac6981-1a04-49e8-9f9e-aadf008a0c0f%22
10365,65320 דיאטטיקה א תשעט,2018,Semester 1,2018-19 -> 65320 DIETETICS (A),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22673f35bc-66ed-4288-906c-abe400b03892%22
10379,דיאטטיקה א תשעח 65320,2017,Semester 1,,
10386,65320 דיאטטיקה א תשעז,2016,Semester 1,,
10387,65027 - תגבור בחדוא I - תשף - שעור א,2019,Semester 1,2019-20 -> 65027 COMPLEMENTARY SUBJECTS IN MATH,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2288e9ee6f-a7fb-4ff1-b0c4-aadf0089bfc8%22
10402,71031 - פיזיקה א מורחב - תשף - שעור א,2019,Semester 1,2019-20 -> 71031 PHYSICS (A) (EXTENDED),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cc12f5d6-943b-4f9a-94a5-aadf0089c965%22
10447,71031 פיזיקה א מורחב תשעט,2018,Semester 1,2018-19 -> 71031 PHYSICS (A) (EXTENDED),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2288378506-a339-4320-a355-abe400b5eaaa%22
10490,67109 - מבני נתונים - תשף - תרג ט,2019,Semester 1,2019-20 -> 67109-1 DATA STRUCTURES - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a8e76f5c-7b1f-4644-ab79-aade00cb1600%22
10503,מבני נתונים - תשעט - סמסטר ב -67109,2018,Semester 2,2018-19 -> 67109-2 DATA STRUCTURES - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228a2ea75a-4723-4080-8b39-abe400b261f6%22
10555,מבני נתונים - תשעט - סמסטר א - 67109,2018,Semester 1,2018-19 -> 67109-1 DATA STRUCTURES - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2230ea81a2-aa3f-406d-83e5-abe400b25eea%22
10588,67109 - מבני נתונים תשעח,2017,Semester 2,,
10628,67109 - מבני נתונים תשעז,2016,Semester 2,,
10706,67109 - מבני נתונים תשעו,2015,Semester 2,,
10766,80430 - מבוא להסתברות וסטטיסטיקה - תשף - שעור א,2019,Semester 1,2019-20 -> 80430-1 Introduction to Probability and Statistics - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222499da1a-5aee-48cc-839b-aadf00ae5698%22
10793,80430 - מבוא להסתברות וסטטיסטיקה - תשף - תרג ד,2019,Semester 1,2019-20 -> 80430-1 Introduction to Probability and Statistics - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222499da1a-5aee-48cc-839b-aadf00ae5698%22
10805,80430 - מבוא להסתברות וסטטיסטיקה - תשעט,2018,Semester 2,2018-19 -> 80430-2 Introduction to Probability and Statistics - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222fe72a6b-3646-4dc2-ada0-abe400bffeae%22
10815,80430 - מבוא להסתברות וסטטיסטיקה - תשעט,2018,Semester 1,2018-19 -> 80430-1 Introduction to Probability and Statistics - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22619aaea2-a0d1-4451-bdf7-abe400bffbc0%22
10853,71049 - התפתחות עולם הצמחים - תשף,2019,Semester 1,2019-20 -> 71049 INTRODUCTION TO PLANT SCIENCE-PLANT EVOLUTION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22af6ab6d5-1202-4cb9-aca6-aadf0089ea21%22
10872,71049 מבוא למדעי הצמח - התפתחות עולם הצמחים תשעט,2018,Semester 1,2018-19 -> 71049 INTRODUCTION TO PLANT SCIENCE-PLANT EVOLUTION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222e98d999-f30d-40e3-80f7-abe400b607c9%22
10892,71049 התפתחות עולם הצמחים תשעח,2017,Semester 1,,
10904,71049 תשעז מבוא למדעי הצמח-התפתחות עולם הצמחים,2016,Semester 1,,
10915,71811 - אימונולוגיה כללית - תשף - שעור א,2019,Semester 1,2019-20 -> 71811 GENERAL IMMUNOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d4f99c22-0469-44e4-a869-aadf008e136f%22
10931,71811 אימונולוגיה כללית תשעט,2018,Semester 1,2018-19 -> 71811 GENERAL IMMUNOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22865cf18a-3dcb-4d4d-b895-abe400b96f1f%22
10960,71811 אימונולוגיה כללית תשעח,2017,Semester 1,,
10987,71811 אימונולוגיה כללית תשעז ,2016,Semester 1,,
11009,71074 - עקרונות הכימיה - תשף - שעור א,2019,Semester 1,2019-20 -> 71074 CHEMICAL PRINCIPLES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a05adc6c-6e4b-4ee8-a4b4-aadf008a57db%22
11037,71074 עקרונות הכימיה תשעט,2018,Semester 1,2018-19 -> 71074 CHEMICAL PRINCIPLES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226c679cd1-0791-4745-be2c-abe400b66648%22
11063,71065 - מבוא לביולוגיה מולקולרית - תשף - שעור א,2019,Semester 1,2019-20 -> 71065 INTRODUCTION TO MOLECULAR BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22498a0f65-e334-4210-aa33-aadf008a3e70%22
11092,71065 מבוא לביולוגיה מולקולרית תשעט,2018,Semester 1,2018-19 -> 71065 INTRODUCTION TO MOLECULAR BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b8582c19-3f29-4708-a605-abe400b64fd9%22
11125,71065 מבוא לביולוגיה מולקולרית תשעח,2017,Semester 1,,
11154,71065 מבוא לביולגיה מולקולרית תשעז,2016,Semester 1,,
11194,71805 - פיזיולוגיה של בעח א - תשף - שעור א,2019,Semester 1,2019-20 -> 71805 ANIMAL PHYSIOLOGY I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e8cd43b2-c997-42b0-b24f-aadf008e0075%22
11219,71805 פיזיולוגיה של בעח א תשעט,2018,Semester 1,2018-19 -> 71805 ANIMAL PHYSIOLOGY I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d6750816-54ec-4248-b199-abe400b95f45%22
11249,71805  פיזיולוגיה של בעח א תשעח,2017,Semester 1,,
11279,71805 פיזיולוגיה של בעח א תשעז,2016,Semester 1,,
11296,71078 - ביולוגיה של התא  - תשף - שעור ב,2019,Semester 1,2019-20 -> 71078 CELL BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229d83b0b3-3b2a-441d-9d09-aadf008a63d3%22
11312,71078 ביולוגיה של התא תשעט,2018,Semester 1,2018-19 -> 71078 CELL BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a0a13038-b7ce-4ab2-aa4a-abe400b66c25%22
11330,71078 ביולוגיה של התא תשעח,2017,Semester 1,,
11344,71078 ביולוגיה של התא תשעז,2016,Semester 1,,
11362,71434 יחידות פעולה בטכנולוגייה והנדסת מזון תשף ,2019,Semester 1,2019-20 -> 71434 UNIT OPERATION IN FOOD TECH. AND FOOD ENG. A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2285dbd350-65c6-4601-8423-aadf008c4a6f%22
11377,71434 יחידות פעולה בטכנולוגיה והנדסת מזון תשעט,2018,Semester 1,2018-19 -> 71434 UNIT OPERATION IN FOOD TECH. AND FOOD ENG. A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2287daba64-132a-47f2-90bf-abe400b80f67%22
11386,71148 - תשף סמס א - מבוא לכלכלת משאבי טבע- ,2019,Semester 1,2019-20 -> 71148 INT. TO ECONOMICS OF NATURAL RESOURCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2207253949-dbc8-4d47-af45-aadf008b01c2%22
11400,71148 מבוא לכלכלת משאבי טבע וסביבה תשעט,2018,Semester 1,2018-19 -> 71148 INT. TO ECONOMICS OF NATURAL RESOURCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22385a57d7-c6a2-41b5-9e71-abe400b6f0a8%22
11416,71148כלכלת משאבי טבע עט,2018,Semester 1,2018-19 -> 71148 INT. TO ECONOMICS OF NATURAL RESOURCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22385a57d7-c6a2-41b5-9e71-abe400b6f0a8%22
11421,71148 מבוא לכלכלת משאבי טבע וסביבה תשעח,2017,Semester 1,,
11432,71148 מבוא לכלכלה משאבי הטבע וסביבה תשעז,2016,Semester 1,,
11442,71747 אלגברה ליניארית א - תשף,2019,Semester 1,2019-20 -> 71747 LINEAR ALGEBRA A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223ce88e76-1ced-4590-93b3-aadf008dcc6a%22
11460,73954 סמס א - תשף - תכנון ניסויים וניתוחים סטטיסטיים,2019,Semester 1,2019-20 -> 73954 EXPERIMENTAL DESIGN AND STATISTICAL ANALYSES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2226b0eaba-259a-4ed1-ad52-aadf0090c6b6%22
11461,89777 - מיקרוביולוגיה סביבתית - תשף - שעור א,2019,Semester 1,2019-20 -> 89777 ENVIRONMENTAL MICROBIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223ac2e088-12bc-4f79-a247-aadf00b27c44%22
11481,72339 - ביוכימיה מורחב - תשף - שעור א,2019,Semester 1,2019-20 -> 72339 BIOCHEMISTRY : ADVANCED LEVEL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ee6dbaeb-ee4e-481f-9264-aadf008f7927%22
11507,72339 - ביוכימיה מורחב תשעט,2018,Semester 1,2018-19 -> 72339 BIOCHEMISTRY : ADVANCED LEVEL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2246f7b0f3-0e50-4313-82ed-abe400ba8cac%22
11546,72339 - ביוכימיה מורחב תשעו,2015,Semester 2,,
11550,52325 הסקה סטטי תשפ,2019,Semester 1,2019-20 -> 52325 Statistical Inference and Its Applications,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229e856398-eee6-475f-bb91-aadf00839853%22
11573,52325 סטטיס עח-2,2017,Semester 2,,
11577,52325 הסקה סטטיסטית עז,2016,Semester 2,,
11582,52325 הסקה סטט עו,2015,Semester 2,,
11584,67528 - הנדסת תוכנה - תשף - תרג א,2019,Semester 1,2019-20 -> 67528 SOFTWARE ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f32cdf9b-f2fc-495f-bd01-aadf008d7f8c%22
11596,67528 - הנדסת תוכנה - תשף - שעור א,2019,Semester 1,2019-20 -> 67528 SOFTWARE ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f32cdf9b-f2fc-495f-bd01-aadf008d7f8c%22
11622,67528 - הנדסת תוכנה - תשעט,2018,Semester 1,2018-19 -> 67528 SOFTWARE ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224d654574-6688-4f23-b75a-abe400b2cbd3%22
11660,67528 - הנדסת תוכנה - תשעח,2017,Semester 1,,
11692,67652 - אותות ומשתנים אקראיים - תשף - שעור א,2019,Semester 1,2019-20 -> 67652 RANDOM SIGNALS & VARIABLES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b4da4c9b-d934-4c56-9d00-aadf008dfcf3%22
11706,67652 - אותות ומשתנים אקראיים - תשעט,2018,Semester 1,2018-19 -> 67652 RANDOM SIGNALS & VARIABLES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223eafa596-fcd7-4dcf-9324-abe400b31547%22
11719,67652 - אותות ומשתנים אקראיים  - תשעח,2017,Semester 1,,
11761,67652 - אותות ומשתנים אקראיים  - תשעז,2016,Semester 1,,
11763,77152 - פיסיקה תרמית - תשף - תרג ג,2019,Semester 1,2019-20 -> 77152 Thermal Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c0500ee8-19f8-44c3-96d3-aadf0094117d%22
11776,77152 - פיסיקה תרמית - תשעט,2018,Semester 1,2018-19 -> 77152 Thermal Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ab8858df-cc85-4c2e-9050-abe400be17cd%22
11825,77152 - פיסיקה תרמית - תשעח,2017,Semester 1,,
11869,77152 - פיסיקה תרמית - תשעז,2015,Semester Summer,,
11904,77152 - פיסיקה תרמית - תשעו,2015,Semester 1,,
11915,80445 - מבנים אלגבריים 1 - תשף - תרג א,2019,Semester 1,2019-20 -> 80445-1 ALGEBRAIC STRUCTURES (1) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c095694d-32f8-4c0c-80e0-aadf00ae6184%22
11930,80445 - מבנים אלגבריים 1 - תשף - תרג ב,2019,Semester 1,2019-20 -> 80445-1 ALGEBRAIC STRUCTURES (1) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c095694d-32f8-4c0c-80e0-aadf00ae6184%22
11944,80445 - מבנים אלגבריים - תשעט,2018,Semester 1,2018-19 -> 80445 ALGEBRAIC STRUCTURES (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22439e8ee7-ec83-4334-8022-abe400c00199%22
11983,80445 - מבנים אלגבריים - תשעז,2016,Semester 1,,
11999,83320 - מבוא למצב מוצק לתלמידי הנדסה - תשף - שעור א,2019,Semester 1,2019-20 -> 83320 INTRO. TO CONDENSED MATTER PHYS. FOR ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ba3a0fa6-e876-4aa0-ab25-aadf00b0f31e%22
12015,83320 - מבוא למצב מוצק לתלמידי הנדסה - תשעט,2018,Semester 1,2018-19 -> 83320 INTRO. TO CONDENSED MATTER PHYS. FOR ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22493f6c75-60b3-4234-ab81-abe400c1c94b%22
12025,83320 - מבוא למצב מוצק לתלמידי הנדסה - תשעח,2017,Semester 1,,
12050,83320 - מבוא למצב מוצק לתלמידי הנדסה - תשעז,2016,Semester 1,,
12063,77915 - תורת השדות א ודיאגרמות פיינמן - תשף - שעור א,2019,Semester 1,2019-20 -> 77915 Quantum Field Theory I and Feynman Diagrams,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22475e7f2c-a07a-4d93-b04e-aadf009533a0%22
12092,77915 - תורת השדות א ודיאגרמות פיינמן - תשעט,2018,Semester 1,2018-19 -> 77915 Quantum Field Theory I and Feynman Diagrams,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2269d47ba6-ae0d-42ec-a763-abe400beef14%22
12124,80779 - תורת הקטגוריות  - תשף - שעור א,2019,Semester 1,2019-20 -> 80779 Category Theory,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226b36ed5d-f729-4d6a-93b9-aadf00af4403%22
12138,69503 - אלקטרוכימיה - תשף - שעור א,2019,Semester 1,2019-20 -> 69503 ELECTROCHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cbc9afb9-dc2c-499b-9fcd-aadf008fd35d%22
12169,69503 אלקטרוכימיה - תשעט,2018,Semester 1,2018-19 -> 69503 ELECTROCHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222a3286d1-3f13-4d8a-b0a6-abe400b46b03%22
12200,69503 אלקטרוכימיה - תשעו,2014,Semester 1,,
12206,80132 - חשבון אינפיניטסימלי 2 - תשף - שעור ב,2019,Semester 1,2019-20 -> 80132-1 INFINITESIMAL CALCULUS (2) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220858eb84-1b13-4702-a57c-aade00b3885a%22
12230,80132  - חשבון אינפיניטסימלי 2 - תשעט,2018,Semester 2,2018-19 -> 80132-2 INFINITESIMAL CALCULUS (2) - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ea8b8e5d-b00e-41fc-9cd9-abe400bf98ba%22
12276,80132 - חשבון אינפיניטסימלי 2 - תשעט,2018,Semester 1,2018-19 -> 80132-1 INFINITESIMAL CALCULUS (2) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2295adf542-ce8b-4335-bae6-abe400bf95a1%22
12288,80132 - חשבון אינפיניטסימלי 2 - תשעח,2017,Semester 2,,
12325,80132 - חשבון אינפיניטסימלי תשעז,2016,Semester 2,,
12390,80132 - חשבון אינפיניטסימלי תשעו,2015,Semester 2,,
12407,77605 - תורת הקוונטים 2 - תשף - שעור א,2019,Semester 1,2019-20 -> 77605 Quantum Theory II,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221456389f-72cd-4e28-86d3-aadf0094a9e3%22
12438,77605 - תורת הקוונטים - תשעט,2018,Semester 1,2018-19 -> 77605 Quantum Theory II,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c7cb2009-755e-40d7-b329-abe400be819d%22
12465,77605 - תורת הקוונטים - תשעח,2017,Semester 1,,
12529,77605 - תורת הקוונטים - תשעז,2015,Semester Summer,,
12574,77605 - תורת הקוונטים - תשעו,2015,Semester 1,,
12630,76559 - ביולוגיה במאה ה-21- נושאים נבחרים א - תשף - שות א,2019,Semester 1,2019-20 -> 76559 21st CENTURY BIOLOGY - SELECTED TOPICS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c7fd2ccb-ced1-452d-abfd-aadf0092a030%22
12643,76559 - ביולוגיה במאה ה-21- נושאים נבחרים א - תשעט,2018,Semester 1,2018-19 -> 76559 21st CENTURY BIOLOGY - SELECTED TOPICS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d00ea5f2-6e86-46ee-86d5-abe400bd1785%22
12657,71439 תעשיות מזון - תשף,2019,Semester 1,2019-20 -> 71439 FOOD INDUSTRIES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221f37909f-6aed-4b96-aed7-aadf008c5e30%22
12673,82301 - דינמיקה של אטמוספרה - תשף - שעור א,2019,Semester 1,2019-20 -> 82301 DYNAMIC METEOROLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227ec3b31b-cd52-4b73-8f68-aadf00b03a9d%22
12685,82301 - דינמיקה של אטמוספרה - תשף - תרג א,2019,Semester 1,2019-20 -> 82301 DYNAMIC METEOROLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227ec3b31b-cd52-4b73-8f68-aadf00b03a9d%22
12697,82301 דינמיקה של אטמוספירה - תשעט,2018,Semester 1,2018-19 -> 82301 DYNAMIC METEOROLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22225b30f2-9b5d-4666-8771-abe400c13ae0%22
12734,82301 - דינמיקה של אטמוספרה,2017,Semester 1,,
12735,82301 דינמיקה של אטמוספירה - תשעח,2017,Semester 1,,
12759,82301 דינמיקה של אטמוספירה - תשעז,2016,Semester 1,,
12768,82314 - תרומדינמיקה של האטמוספירה והאוקיאנוסים - תשף - תרג א,2019,Semester 1,2019-20 -> 82314 Thermodynamics of the Atmosphere and Oceans,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a966bae5-3a90-4126-bc61-aadf00b0471f%22
12818,תרומדינמיקה של האטמוספירה והאוקיאנוסי - תשעט - 82314,2018,Semester 1,2018-19 -> 82314 Thermodynamics of the Atmosphere and Oceans,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b1531fe4-f73d-4ddb-bec1-abe400c14500%22
12829,92632 - ייצור חלבונים  מאקדמיה לשימוש תראפי - תשף - שעור א,2019,Semester 1,,
12843,89309 - מבוא למדעי הסביבה מצומצם - תשף - שעור א,2019,Semester 1,2019-20 -> 89309 INTRODUCTION TO ENVIORONMENTAL SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b2587fbd-7b3e-4956-8acb-aadf00b25e0b%22
12869,89309 - מבוא למדעי הסביבה מצומצם - תשעט,2018,Semester 1,2018-19 -> 89309 INTRODUCTION TO ENVIORONMENTAL SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cde00180-dcf2-4c00-8dd5-abe400d0520b%22
12882,89309 - מבוא למדעי הסביבה מצומצם - תשעח,2017,Semester 1,,
